Name,created_at,id,text
Jordan 12 Retro Royalty Taxi,2021-11-21T23:30:16.000Z,1462564046813614086,"RT @classified_sb: Air Jordan 12 Retro Royalty Taxi 
Size 12 &amp; 13 available https://t.co/g1WJOSEXHy"
Jordan 12 Retro Royalty Taxi,2021-11-21T23:28:28.000Z,1462563594927702020,"RT @classified_sb: Air Jordan 12 Retro Royalty Taxi 
Size 12 &amp; 13 available https://t.co/g1WJOSEXHy"
Jordan 12 Retro Royalty Taxi,2021-11-21T23:27:41.000Z,1462563398441267203,"Air Jordan 12 Retro Royalty Taxi 
Size 12 &amp; 13 available https://t.co/g1WJOSEXHy"
Jordan 12 Retro Royalty Taxi,2021-11-21T20:41:55.000Z,1462521678911528960,Check out this listing I just added to my #Poshmark closet: SOLD-2021 Nike Air Jordan 12 Retro Royalty Taxi CT8013 170 Mens Sz 10 DS. https://t.co/lSZ8TNpXe8 #shopmycloset @poshmarkapp
Jordan 12 Retro Royalty Taxi,2021-11-21T19:17:15.000Z,1462500372656893955,Jordan Retro 12s Royalty Taxi https://t.co/H5A5pbzMV9
Jordan 12 Retro Royalty Taxi,2021-11-21T08:25:28.000Z,1462336345125359619,"Savings: ""ad:"" Nike Air Jordan 12 Retro Royalty Taxi White Black 2021 MENS CT8013-170 NEW - https://t.co/tebKHLYwAd https://t.co/6uhxtShd7b"
Jordan 12 Retro Royalty Taxi,2021-11-21T04:25:09.000Z,1462275866709348352,"Savings: ""ad:"" Nike Air Jordan Royalty 12 Retro Mens Shoe Taxi CT8013-170 - https://t.co/MF2TCvV6ql https://t.co/HgkBzeEnfc"
Jordan 12 Retro Royalty Taxi,2021-11-20T21:42:32.000Z,1462174545549217796,Air Jordan 12 Retro Royalty Taxi - Size 14 *FREE SHIP *Confirmed Order* https://t.co/K7dond21aF eBay
Jordan 12 Retro Royalty Taxi,2021-11-20T16:46:28.000Z,1462100039128465408,"17% ($33) under retail
Jordan 12 Retro Royalty Taxi
Size: 5  Retail: $190

BUY NOW  $157
https://t.co/cFlTu1Chls https://t.co/vUTYEVpz8F"
Jordan 12 Retro Royalty Taxi,2021-11-20T16:25:39.000Z,1462094802443509762,"Savings ""ad:"" Air Jordan 12 Royalty Taxi Retro White Black Gold CT8013-170 - https://t.co/hvkjEwbhuj https://t.co/MVpkP0DA1A"
Jordan 12 Retro Royalty Taxi,2021-11-20T15:47:04.000Z,1462085090851360771,Jordan 12 Retro: Royalty Taxi               Check out https://t.co/tPbV7w1GQw for more details! #Nike #Jordan #KOTD https://t.co/EureZdQWTP
Jordan 12 Retro Royalty Taxi,2021-11-20T14:48:27.000Z,1462070341061251073,"17% ($33) under retail
Jordan 12 Retro Royalty Taxi
Size: 5  Retail: $190

BUY NOW  $157
https://t.co/Qu3Bc7nSCR https://t.co/3Ngs2raRze"
Jordan 12 Retro Royalty Taxi,2021-11-20T01:31:10.000Z,1461869694936358912,"Savings: ""ad:"" Nike Air Jordan Royalty 12 Retro Mens Shoe Taxi CT8013-170 - https://t.co/MF2TCvV6ql https://t.co/6pHZDarNos"
Jordan 12 Retro Royalty Taxi,2021-11-19T14:49:20.000Z,1461708172377346055,"Jordan 12 Retro 
Royalty Taxi 
Sizes 
5y
9.5
11.5
#jordan12 #jordan12royalty #jordan #jordan12taxi #nike #shoesplug #shoesaddict #shoestyle https://t.co/oXdW1seYkI"
Jordan 12 Retro Royalty Taxi,2021-11-19T07:23:16.000Z,1461595915848802307,"RT @toaksoles_: Jordan 12 Retro Royalty Taxi 

Size(s) Available: 11M (DS) 

DM if interested. Lets TOAK about it 

#Sneakerheads #Jorda"
Jordan 12 Retro Royalty Taxi,2021-11-19T05:33:40.000Z,1461568336567881729,"47% ($235) lower than last sale!
Jordan 12 Retro Royalty Taxi
Size: 6  Last sale: $500

BUY NOW  $265
https://t.co/dE5Lho0Qs7 https://t.co/JqwcnoXm1q"
Jordan 12 Retro Royalty Taxi,2021-11-19T05:21:56.000Z,1461565384692314112,Unboxing JORDAN 12 RETRO Royalty Taxi https://t.co/p6KQaZYlhc
Jordan 12 Retro Royalty Taxi,2021-11-19T03:42:08.000Z,1461540267446525954,"Hot! Jordan 12 Retro Royalty Taxi

WhatsApp: +1(920)2669287 https://t.co/zMbltpDaRi"
Jordan 12 Retro Royalty Taxi,2021-11-18T23:12:50.000Z,1461472493735059460,"RT @PrivateSneakers: AIR JORDAN 12 RETRO ROYALTY TAXI

MEN SIZES 7.5 - 12 $190

Releasing 11/18 THURSDAY @ 3:10pm PST at https://t.co"
Jordan 12 Retro Royalty Taxi,2021-11-18T23:08:14.000Z,1461471339353497601,"AIR JORDAN 12 RETRO ROYALTY TAXI

MEN SIZES 7.5 - 12 $190

Releasing 11/18 THURSDAY @ 3:10pm PST at https://t.co/c3ER0xoBGn https://t.co/GanZuRbD0i"
Jordan 12 Retro Royalty Taxi,2021-11-18T21:47:34.000Z,1461451035726262275,"Jordan 12 Retro (Royalty Taxi)
Size 14 M
DS, OG All
$225 @ Edison, New Jersey https://t.co/H6tMkEm0lD"
Jordan 12 Retro Royalty Taxi,2021-11-18T12:21:03.000Z,1461308469919686660,"Jordan 12 Retro Royalty Taxi 

Size(s) Available: 11M (DS) 

DM if interested. Lets TOAK about it 

#Sneakerheads #Jordan12 #Retro #Taxi #Royalty #Taxi #Sheesh #Deadstock #Heat #kicks #for #days  #Drip #kicks #Guam #Shoeporn #Toaksoles https://t.co/8Sa9OxvUpA"
